alert_id,timestamp,employee_id,hostname,severity,alert_type,mitre_attack,source_ip,destination_ip,description
ALT014394,2026-05-31 02:42:28.190242,EMP00120,HOST0081,Critical,Privilege Escalation,T1003,172.25.69.179,10.59.192.231,Credential Dumping detected on HOST0081
ALT014395,2026-06-22 16:08:28.190242,EMP00143,HOST0153,Critical,Data Exfiltration,T1562,192.168.220.250,10.203.248.111,Privilege Escalation detected on HOST0153
ALT014396,2026-06-13 23:35:28.190242,EMP00248,HOST0011,Medium,Suspicious PowerShell,T1003,10.62.165.182,10.232.130.172,Ransomware Activity detected on HOST0011
ALT014397,2026-05-20 00:19:28.190242,EMP00129,HOST0157,Critical,Ransomware Activity,T1021,10.188.99.152,10.188.221.213,Credential Dumping detected on HOST0157
ALT014398,2026-06-09 08:29:28.190242,EMP00224,HOST0111,Low,Data Exfiltration,T1078,192.168.30.121,10.200.39.208,Failed Login detected on HOST0111
ALT014399,2026-06-03 04:25:28.190242,EMP00067,HOST0011,High,Data Exfiltration,T1059,10.62.165.182,10.242.38.218,Privilege Escalation detected on HOST0011
ALT014400,2026-07-08 13:30:28.190242,EMP00321,HOST0140,Low,Suspicious PowerShell,T1003,192.168.184.80,10.101.193.169,Malware Detection detected on HOST0140
ALT014401,2026-06-11 12:38:28.190242,EMP00481,HOST0178,High,Data Exfiltration,T1021,10.241.195.158,10.36.98.158,Ransomware Activity detected on HOST0178
ALT014402,2026-07-04 19:27:28.190242,EMP00435,HOST0168,Medium,Malware Detection,T1078,192.168.37.49,10.139.93.254,Privilege Escalation detected on HOST0168
ALT014403,2026-05-23 01:07:28.190242,EMP00075,HOST0047,Critical,Malware Detection,T1021,10.41.155.46,10.94.136.212,Privilege Escalation detected on HOST0047
ALT014404,2026-05-15 01:29:28.190242,EMP00047,HOST0121,Low,Malware Detection,T1021,10.64.149.201,10.243.202.220,Failed Login detected on HOST0121
ALT014405,2026-05-11 01:14:28.190242,EMP00257,HOST0070,Low,Credential Dumping,T1059,10.113.230.254,10.144.12.177,Ransomware Activity detected on HOST0070
ALT014406,2026-06-08 01:00:28.190242,EMP00122,HOST0022,Low,Failed Login,T1059,192.168.107.21,10.155.229.253,Credential Dumping detected on HOST0022
ALT014407,2026-05-27 23:42:28.190242,EMP00127,HOST0025,Critical,Credential Dumping,T1021,10.59.194.182,10.54.125.159,Data Exfiltration detected on HOST0025
ALT014408,2026-06-30 22:19:28.190242,EMP00245,HOST0070,Medium,Ransomware Activity,T1078,10.113.230.254,10.87.176.91,Malware Detection detected on HOST0070
ALT014409,2026-05-03 01:37:28.190242,EMP00342,HOST0178,Critical,Ransomware Activity,T1486,10.241.195.158,10.110.3.181,Malware Detection detected on HOST0178
ALT014410,2026-07-27 19:51:28.190242,EMP00086,HOST0101,High,Privilege Escalation,T1059,172.24.237.122,10.212.120.218,Credential Dumping detected on HOST0101
ALT014411,2026-07-24 17:58:28.190242,EMP00181,HOST0165,Low,Privilege Escalation,T1021,172.27.63.54,10.27.210.228,Data Exfiltration detected on HOST0165
ALT014412,2026-05-29 17:16:28.190242,EMP00440,HOST0178,Low,Ransomware Activity,T1078,10.241.195.158,10.222.39.242,Malware Detection detected on HOST0178
ALT014413,2026-06-15 22:21:28.190242,EMP00010,HOST0127,Low,Credential Dumping,T1562,172.16.163.23,10.93.186.238,Suspicious PowerShell detected on HOST0127
ALT014414,2026-04-30 11:27:28.190242,EMP00161,HOST0073,Critical,Malware Detection,T1562,192.168.187.229,10.221.18.2,Malware Detection detected on HOST0073
ALT014415,2026-07-07 10:53:28.190242,EMP00010,HOST0069,Critical,Privilege Escalation,T1059,172.30.237.62,10.149.73.21,Failed Login detected on HOST0069
ALT014416,2026-06-21 21:51:28.190242,EMP00060,HOST0171,High,Suspicious PowerShell,T1059,10.210.1.162,10.91.170.139,Credential Dumping detected on HOST0171
ALT014417,2026-07-27 03:16:28.190242,EMP00358,HOST0126,Medium,Suspicious PowerShell,T1003,10.211.117.6,10.177.154.90,Ransomware Activity detected on HOST0126
ALT014418,2026-04-30 20:38:28.195766,EMP00286,HOST0116,Low,Malware Detection,T1041,172.30.174.144,10.251.164.248,Suspicious PowerShell detected on HOST0116
ALT014419,2026-06-27 01:01:28.195766,EMP00067,HOST0055,Low,Failed Login,T1562,192.168.136.159,10.111.239.80,Ransomware Activity detected on HOST0055
ALT014420,2026-05-04 09:26:28.195766,EMP00086,HOST0156,Critical,Suspicious PowerShell,T1078,192.168.166.35,10.233.228.138,Data Exfiltration detected on HOST0156
ALT014421,2026-05-30 12:11:28.195766,EMP00321,HOST0111,Critical,Failed Login,T1041,192.168.30.121,10.164.97.212,Ransomware Activity detected on HOST0111
ALT014422,2026-06-08 02:49:28.195766,EMP00276,HOST0181,Low,Malware Detection,T1562,10.253.119.142,10.161.11.248,Data Exfiltration detected on HOST0181
ALT014423,2026-06-25 23:06:28.195766,EMP00139,HOST0006,High,Credential Dumping,T1486,192.168.176.37,10.154.11.156,Failed Login detected on HOST0006
ALT014424,2026-07-11 02:58:28.195766,EMP00321,HOST0086,High,Credential Dumping,T1041,192.168.33.108,10.146.239.81,Suspicious PowerShell detected on HOST0086
ALT014425,2026-06-20 21:50:28.195766,EMP00196,HOST0032,Medium,Data Exfiltration,T1041,10.63.138.205,10.72.95.65,Malware Detection detected on HOST0032
ALT014426,2026-04-29 09:04:28.195766,EMP00389,HOST0005,Critical,Malware Detection,T1041,10.180.255.199,10.190.246.37,Ransomware Activity detected on HOST0005
ALT014427,2026-07-12 08:00:28.195766,EMP00108,HOST0145,Low,Malware Detection,T1041,172.20.1.233,10.77.141.50,Privilege Escalation detected on HOST0145
ALT014428,2026-05-21 22:40:28.195766,EMP00234,HOST0154,Critical,Suspicious PowerShell,T1041,172.31.206.108,10.79.178.198,Malware Detection detected on HOST0154
ALT014429,2026-07-07 21:28:28.195766,EMP00263,HOST0078,Low,Malware Detection,T1078,10.43.147.45,10.53.208.252,Privilege Escalation detected on HOST0078
ALT014430,2026-05-20 08:51:28.195766,EMP00079,HOST0099,High,Malware Detection,T1003,172.27.107.244,10.215.162.94,Ransomware Activity detected on HOST0099
ALT014431,2026-07-24 02:27:28.195766,EMP00273,HOST0055,Medium,Suspicious PowerShell,T1059,192.168.136.159,10.47.191.220,Ransomware Activity detected on HOST0055
ALT014432,2026-05-13 00:33:28.195766,EMP00279,HOST0040,High,Ransomware Activity,T1021,10.86.134.114,10.129.58.242,Credential Dumping detected on HOST0040
ALT014433,2026-07-09 14:14:28.195766,EMP00240,HOST0136,Critical,Data Exfiltration,T1003,192.168.139.227,10.149.47.93,Credential Dumping detected on HOST0136
ALT014434,2026-05-19 10:43:28.195766,EMP00213,HOST0100,Low,Malware Detection,T1041,192.168.70.67,10.157.210.13,Credential Dumping detected on HOST0100
ALT014435,2026-05-22 14:50:28.195766,EMP00203,HOST0106,High,Ransomware Activity,T1021,172.29.204.183,10.76.174.47,Credential Dumping detected on HOST0106
ALT014436,2026-07-01 07:38:28.195766,EMP00217,HOST0033,Low,Suspicious PowerShell,T1562,192.168.181.78,10.43.222.115,Privilege Escalation detected on HOST0033
ALT014437,2026-05-10 02:47:28.195766,EMP00298,HOST0008,Critical,Suspicious PowerShell,T1486,172.22.62.174,10.181.104.37,Failed Login detected on HOST0008
ALT014438,2026-07-22 03:48:28.195766,EMP00040,HOST0054,Medium,Suspicious PowerShell,T1041,10.183.212.164,10.140.47.25,Failed Login detected on HOST0054
ALT014439,2026-07-04 10:23:28.195766,EMP00295,HOST0180,High,Failed Login,T1562,10.29.112.232,10.60.33.24,Data Exfiltration detected on HOST0180
ALT014440,2026-07-21 11:33:28.195766,EMP00197,HOST0029,High,Privilege Escalation,T1041,172.16.250.158,10.116.128.151,Suspicious PowerShell detected on HOST0029
ALT014441,2026-06-05 10:10:28.195766,EMP00327,HOST0114,Critical,Credential Dumping,T1021,10.249.220.45,10.243.133.206,Privilege Escalation detected on HOST0114
ALT014442,2026-07-22 21:03:28.195766,EMP00373,HOST0096,Low,Suspicious PowerShell,T1059,192.168.208.131,10.235.55.11,Failed Login detected on HOST0096
ALT014443,2026-04-30 08:57:28.195766,EMP00126,HOST0127,Critical,Data Exfiltration,T1059,172.16.163.23,10.115.17.243,Malware Detection detected on HOST0127
ALT014444,2026-05-02 20:36:28.195766,EMP00417,HOST0061,Medium,Data Exfiltration,T1562,172.31.164.189,10.8.80.210,Failed Login detected on HOST0061
ALT014445,2026-07-21 22:45:28.195766,EMP00310,HOST0036,High,Privilege Escalation,T1486,192.168.106.62,10.183.209.73,Malware Detection detected on HOST0036
ALT014446,2026-06-17 19:46:28.195766,EMP00488,HOST0102,Critical,Credential Dumping,T1059,10.8.135.74,10.58.146.234,Failed Login detected on HOST0102
ALT014447,2026-04-30 18:35:28.195766,EMP00306,HOST0006,Critical,Credential Dumping,T1078,192.168.176.37,10.126.230.240,Data Exfiltration detected on HOST0006
ALT014448,2026-06-14 00:31:28.195766,EMP00270,HOST0135,Medium,Suspicious PowerShell,T1562,172.31.164.149,10.220.154.123,Privilege Escalation detected on HOST0135
ALT014449,2026-07-06 18:09:28.195766,EMP00177,HOST0123,Medium,Data Exfiltration,T1562,172.18.221.153,10.126.131.135,Failed Login detected on HOST0123
ALT014450,2026-07-01 23:51:28.195766,EMP00287,HOST0046,Medium,Malware Detection,T1562,10.103.24.206,10.171.161.193,Suspicious PowerShell detected on HOST0046
ALT014451,2026-07-13 12:26:28.195766,EMP00172,HOST0197,Medium,Failed Login,T1562,192.168.193.13,10.232.32.56,Privilege Escalation detected on HOST0197
ALT014452,2026-05-06 23:10:28.195766,EMP00008,HOST0177,Critical,Malware Detection,T1021,172.31.94.37,10.102.51.84,Suspicious PowerShell detected on HOST0177
ALT014453,2026-05-13 07:21:28.195766,EMP00037,HOST0130,Critical,Privilege Escalation,T1003,192.168.215.226,10.84.32.82,Data Exfiltration detected on HOST0130
ALT014454,2026-04-30 06:50:28.195766,EMP00293,HOST0118,High,Ransomware Activity,T1041,192.168.197.92,10.204.178.119,Suspicious PowerShell detected on HOST0118
ALT014455,2026-05-25 16:17:28.195766,EMP00245,HOST0094,Medium,Failed Login,T1041,10.1.42.47,10.192.205.102,Credential Dumping detected on HOST0094
ALT014456,2026-05-09 10:43:28.195766,EMP00137,HOST0003,Medium,Data Exfiltration,T1021,10.6.248.205,10.113.186.126,Malware Detection detected on HOST0003
ALT014457,2026-05-08 03:44:28.195766,EMP00254,HOST0133,Medium,Suspicious PowerShell,T1041,10.88.43.111,10.88.199.162,Malware Detection detected on HOST0133
ALT014458,2026-07-11 05:30:28.195766,EMP00394,HOST0131,Critical,Suspicious PowerShell,T1003,172.30.82.0,10.173.73.141,Ransomware Activity detected on HOST0131
ALT014459,2026-07-28 05:18:28.195766,EMP00393,HOST0117,Critical,Suspicious PowerShell,T1003,172.17.123.207,10.247.94.83,Privilege Escalation detected on HOST0117
ALT014460,2026-06-12 16:51:28.195766,EMP00487,HOST0190,Low,Credential Dumping,T1562,10.236.7.32,10.39.176.39,Ransomware Activity detected on HOST0190
ALT014461,2026-07-07 05:14:28.195766,EMP00018,HOST0010,Low,Credential Dumping,T1041,10.22.239.109,10.175.243.3,Failed Login detected on HOST0010
ALT014462,2026-06-22 23:33:28.195766,EMP00197,HOST0003,Critical,Ransomware Activity,T1003,10.6.248.205,10.2.247.135,Ransomware Activity detected on HOST0003
ALT014463,2026-07-16 18:17:28.195766,EMP00012,HOST0008,Medium,Suspicious PowerShell,T1059,172.22.62.174,10.199.248.254,Privilege Escalation detected on HOST0008
ALT014464,2026-06-13 08:10:28.195766,EMP00009,HOST0063,Critical,Failed Login,T1021,192.168.20.5,10.183.232.167,Ransomware Activity detected on HOST0063
ALT014465,2026-06-04 21:05:28.195766,EMP00261,HOST0045,Low,Malware Detection,T1562,192.168.92.55,10.66.166.176,Failed Login detected on HOST0045
ALT014466,2026-06-07 18:17:28.195766,EMP00195,HOST0124,Medium,Credential Dumping,T1486,192.168.6.174,10.29.141.155,Malware Detection detected on HOST0124
ALT014467,2026-05-22 15:46:28.195766,EMP00173,HOST0168,High,Credential Dumping,T1562,192.168.37.49,10.219.43.111,Malware Detection detected on HOST0168
ALT014468,2026-05-16 01:09:28.195766,EMP00230,HOST0109,Medium,Suspicious PowerShell,T1059,172.17.94.28,10.146.253.219,Privilege Escalation detected on HOST0109
ALT014469,2026-06-13 01:35:28.195766,EMP00272,HOST0072,Critical,Privilege Escalation,T1486,172.21.0.57,10.144.108.56,Privilege Escalation detected on HOST0072
ALT014470,2026-05-14 10:44:28.195766,EMP00186,HOST0076,Medium,Credential Dumping,T1059,172.30.255.206,10.67.177.110,Malware Detection detected on HOST0076
ALT014471,2026-05-24 12:10:28.195766,EMP00172,HOST0018,Medium,Credential Dumping,T1562,10.165.57.45,10.164.77.251,Ransomware Activity detected on HOST0018
ALT014472,2026-06-19 04:02:28.195766,EMP00281,HOST0031,Low,Privilege Escalation,T1041,10.191.194.96,10.52.21.112,Privilege Escalation detected on HOST0031
ALT014473,2026-05-30 05:10:28.195766,EMP00023,HOST0173,Low,Malware Detection,T1059,10.219.253.36,10.177.246.81,Malware Detection detected on HOST0173
ALT014474,2026-06-03 10:35:28.195766,EMP00274,HOST0021,High,Data Exfiltration,T1486,10.202.59.147,10.153.214.191,Data Exfiltration detected on HOST0021
ALT014475,2026-06-28 05:09:28.195766,EMP00220,HOST0192,Low,Credential Dumping,T1021,192.168.54.7,10.203.45.248,Credential Dumping detected on HOST0192
ALT014476,2026-05-22 09:36:28.195766,EMP00181,HOST0181,Medium,Ransomware Activity,T1486,10.253.119.142,10.208.78.204,Failed Login detected on HOST0181
ALT014477,2026-06-15 23:52:28.195766,EMP00137,HOST0127,Critical,Failed Login,T1562,172.16.163.23,10.115.170.118,Data Exfiltration detected on HOST0127
ALT014478,2026-07-07 09:43:28.195766,EMP00430,HOST0123,Critical,Malware Detection,T1078,172.18.221.153,10.40.227.242,Suspicious PowerShell detected on HOST0123
ALT014479,2026-07-12 02:39:28.195766,EMP00398,HOST0043,High,Malware Detection,T1078,172.16.18.90,10.236.128.254,Credential Dumping detected on HOST0043
ALT014480,2026-07-27 06:51:28.195766,EMP00281,HOST0117,Medium,Malware Detection,T1021,172.17.123.207,10.173.0.18,Ransomware Activity detected on HOST0117
ALT014481,2026-06-30 18:28:28.195766,EMP00442,HOST0049,Critical,Data Exfiltration,T1003,172.29.21.240,10.182.229.135,Ransomware Activity detected on HOST0049
ALT014482,2026-05-28 03:52:28.195766,EMP00022,HOST0043,Critical,Malware Detection,T1003,172.16.18.90,10.157.161.100,Malware Detection detected on HOST0043
ALT014483,2026-06-07 04:17:28.195766,EMP00161,HOST0123,Low,Data Exfiltration,T1486,172.18.221.153,10.166.119.233,Suspicious PowerShell detected on HOST0123
ALT014484,2026-05-28 02:02:28.195766,EMP00427,HOST0007,High,Failed Login,T1078,10.15.202.115,10.228.65.224,Failed Login detected on HOST0007
ALT014485,2026-06-16 19:21:28.195766,EMP00430,HOST0109,Critical,Ransomware Activity,T1562,172.17.94.28,10.36.135.15,Credential Dumping detected on HOST0109
ALT014486,2026-07-01 21:19:28.195766,EMP00141,HOST0189,Medium,Ransomware Activity,T1562,192.168.71.129,10.86.144.233,Data Exfiltration detected on HOST0189
ALT014487,2026-06-02 12:37:28.195766,EMP00066,HOST0176,High,Data Exfiltration,T1486,172.28.18.230,10.175.121.72,Malware Detection detected on HOST0176
ALT014488,2026-07-07 04:30:28.195766,EMP00180,HOST0180,Medium,Ransomware Activity,T1041,10.29.112.232,10.227.105.131,Suspicious PowerShell detected on HOST0180
ALT014489,2026-05-13 05:52:28.195766,EMP00151,HOST0131,High,Data Exfiltration,T1486,172.30.82.0,10.84.176.150,Data Exfiltration detected on HOST0131
ALT014490,2026-05-12 07:07:28.195766,EMP00381,HOST0011,High,Privilege Escalation,T1059,10.62.165.182,10.177.16.190,Data Exfiltration detected on HOST0011
ALT014491,2026-05-29 22:57:28.195766,EMP00397,HOST0178,Low,Data Exfiltration,T1003,10.241.195.158,10.126.96.42,Suspicious PowerShell detected on HOST0178
ALT014492,2026-06-04 19:48:28.195766,EMP00144,HOST0004,Low,Suspicious PowerShell,T1059,172.22.210.168,10.175.203.40,Ransomware Activity detected on HOST0004
ALT014493,2026-06-01 06:04:28.195766,EMP00434,HOST0109,Low,Data Exfiltration,T1059,172.17.94.28,10.228.102.205,Malware Detection detected on HOST0109
ALT014494,2026-06-26 22:32:28.195766,EMP00021,HOST0187,Critical,Failed Login,T1059,192.168.246.242,10.147.18.77,Malware Detection detected on HOST0187
ALT014495,2026-07-02 03:32:28.195766,EMP00473,HOST0190,Low,Data Exfiltration,T1041,10.236.7.32,10.127.204.90,Data Exfiltration detected on HOST0190
ALT014496,2026-07-25 20:46:28.195766,EMP00299,HOST0039,Medium,Suspicious PowerShell,T1562,172.16.179.249,10.227.143.13,Credential Dumping detected on HOST0039
ALT014497,2026-05-28 18:30:28.195766,EMP00262,HOST0114,High,Ransomware Activity,T1059,10.249.220.45,10.40.29.94,Data Exfiltration detected on HOST0114
ALT014498,2026-06-11 17:24:28.195766,EMP00068,HOST0162,High,Suspicious PowerShell,T1059,10.133.95.23,10.17.218.205,Failed Login detected on HOST0162
ALT014499,2026-06-24 04:40:28.195766,EMP00364,HOST0121,High,Data Exfiltration,T1003,10.64.149.201,10.57.135.205,Privilege Escalation detected on HOST0121
ALT014500,2026-05-24 09:14:28.195766,EMP00463,HOST0116,Critical,Failed Login,T1003,172.30.174.144,10.157.200.225,Privilege Escalation detected on HOST0116
ALT014501,2026-07-27 09:22:28.195766,EMP00407,HOST0117,Critical,Ransomware Activity,T1003,172.17.123.207,10.29.59.84,Credential Dumping detected on HOST0117
ALT014502,2026-06-10 10:09:28.195766,EMP00034,HOST0167,Critical,Data Exfiltration,T1041,10.95.188.148,10.87.133.139,Ransomware Activity detected on HOST0167
ALT014503,2026-05-18 21:59:28.195766,EMP00465,HOST0093,Critical,Credential Dumping,T1562,192.168.225.205,10.74.40.136,Suspicious PowerShell detected on HOST0093
ALT014504,2026-06-22 05:48:28.195766,EMP00333,HOST0068,Medium,Data Exfiltration,T1562,10.220.235.31,10.226.69.251,Data Exfiltration detected on HOST0068
ALT014505,2026-07-13 20:51:28.195766,EMP00383,HOST0055,Low,Ransomware Activity,T1562,192.168.136.159,10.80.85.24,Data Exfiltration detected on HOST0055
ALT014506,2026-05-14 15:44:28.195766,EMP00113,HOST0018,Low,Privilege Escalation,T1078,10.165.57.45,10.19.194.203,Malware Detection detected on HOST0018
ALT014507,2026-07-24 02:38:28.195766,EMP00128,HOST0132,Medium,Suspicious PowerShell,T1078,10.28.223.92,10.75.43.35,Data Exfiltration detected on HOST0132
ALT014508,2026-05-30 19:46:28.195766,EMP00170,HOST0102,Medium,Privilege Escalation,T1059,10.8.135.74,10.228.185.53,Credential Dumping detected on HOST0102
ALT014509,2026-05-30 06:54:28.195766,EMP00149,HOST0092,Critical,Privilege Escalation,T1021,192.168.124.29,10.11.177.42,Suspicious PowerShell detected on HOST0092
ALT014510,2026-07-11 07:47:28.195766,EMP00380,HOST0194,Critical,Ransomware Activity,T1078,172.18.37.60,10.39.115.120,Privilege Escalation detected on HOST0194
ALT014511,2026-04-30 11:11:28.195766,EMP00325,HOST0106,High,Privilege Escalation,T1078,172.29.204.183,10.50.98.152,Suspicious PowerShell detected on HOST0106
ALT014512,2026-06-12 23:23:28.195766,EMP00087,HOST0047,Critical,Ransomware Activity,T1078,10.41.155.46,10.198.160.170,Data Exfiltration detected on HOST0047
ALT014513,2026-06-05 00:52:28.195766,EMP00306,HOST0124,High,Failed Login,T1078,192.168.6.174,10.236.72.185,Credential Dumping detected on HOST0124
ALT014514,2026-06-17 00:07:28.195766,EMP00209,HOST0023,Critical,Credential Dumping,T1059,10.208.130.22,10.140.220.234,Failed Login detected on HOST0023
ALT014515,2026-06-24 23:41:28.195766,EMP00372,HOST0180,Medium,Suspicious PowerShell,T1041,10.29.112.232,10.95.159.70,Credential Dumping detected on HOST0180
ALT014516,2026-07-20 09:53:28.195766,EMP00095,HOST0147,Critical,Failed Login,T1059,192.168.129.81,10.171.22.134,Data Exfiltration detected on HOST0147
ALT014517,2026-07-17 06:07:28.195766,EMP00094,HOST0153,High,Data Exfiltration,T1041,192.168.220.250,10.142.205.91,Suspicious PowerShell detected on HOST0153
ALT014518,2026-05-27 02:13:28.195766,EMP00495,HOST0116,Low,Credential Dumping,T1562,172.30.174.144,10.253.133.158,Malware Detection detected on HOST0116
ALT014519,2026-05-29 07:36:28.195766,EMP00152,HOST0156,High,Suspicious PowerShell,T1021,192.168.166.35,10.2.11.107,Failed Login detected on HOST0156
ALT014520,2026-05-18 03:20:28.195766,EMP00352,HOST0163,Low,Failed Login,T1078,172.23.44.28,10.101.148.30,Data Exfiltration detected on HOST0163
ALT014521,2026-05-25 16:22:28.195766,EMP00057,HOST0041,Critical,Credential Dumping,T1021,172.19.148.238,10.97.200.214,Failed Login detected on HOST0041
ALT014522,2026-05-28 19:21:28.195766,EMP00034,HOST0184,High,Privilege Escalation,T1021,172.17.73.251,10.90.45.107,Failed Login detected on HOST0184
ALT014523,2026-07-01 21:06:28.195766,EMP00148,HOST0080,Low,Suspicious PowerShell,T1078,172.27.207.144,10.194.160.190,Malware Detection detected on HOST0080
ALT014524,2026-07-13 04:25:28.195766,EMP00353,HOST0054,Medium,Data Exfiltration,T1059,10.183.212.164,10.52.46.30,Credential Dumping detected on HOST0054
ALT014525,2026-05-22 23:41:28.195766,EMP00035,HOST0155,Low,Ransomware Activity,T1078,192.168.39.147,10.159.33.142,Credential Dumping detected on HOST0155
ALT014526,2026-05-13 15:08:28.195766,EMP00305,HOST0091,Critical,Privilege Escalation,T1021,172.28.243.249,10.17.12.36,Ransomware Activity detected on HOST0091
ALT014527,2026-06-24 22:00:28.195766,EMP00440,HOST0166,Critical,Ransomware Activity,T1059,192.168.194.182,10.99.30.35,Ransomware Activity detected on HOST0166
ALT014528,2026-07-18 00:09:28.195766,EMP00279,HOST0003,Medium,Privilege Escalation,T1562,10.6.248.205,10.247.127.134,Suspicious PowerShell detected on HOST0003
ALT014529,2026-05-07 01:59:28.195766,EMP00452,HOST0142,High,Suspicious PowerShell,T1003,192.168.158.28,10.122.37.42,Privilege Escalation detected on HOST0142
ALT014530,2026-07-20 12:23:28.195766,EMP00003,HOST0156,Medium,Malware Detection,T1003,192.168.166.35,10.181.211.203,Privilege Escalation detected on HOST0156
ALT014531,2026-07-16 09:10:28.195766,EMP00006,HOST0102,Critical,Credential Dumping,T1041,10.8.135.74,10.242.150.50,Failed Login detected on HOST0102
ALT014532,2026-05-29 14:49:28.195766,EMP00246,HOST0096,Critical,Failed Login,T1486,192.168.208.131,10.38.243.81,Credential Dumping detected on HOST0096
ALT014533,2026-05-24 02:12:28.195766,EMP00244,HOST0165,High,Ransomware Activity,T1078,172.27.63.54,10.150.101.33,Privilege Escalation detected on HOST0165
ALT014534,2026-07-19 17:09:28.195766,EMP00451,HOST0153,High,Ransomware Activity,T1021,192.168.220.250,10.11.170.213,Data Exfiltration detected on HOST0153
ALT014535,2026-05-02 08:13:28.195766,EMP00119,HOST0080,High,Data Exfiltration,T1562,172.27.207.144,10.26.208.133,Data Exfiltration detected on HOST0080
ALT014536,2026-06-07 23:36:28.195766,EMP00030,HOST0148,High,Privilege Escalation,T1021,172.20.197.108,10.81.137.250,Privilege Escalation detected on HOST0148
ALT014537,2026-06-05 15:16:28.195766,EMP00113,HOST0039,Critical,Ransomware Activity,T1486,172.16.179.249,10.0.34.27,Suspicious PowerShell detected on HOST0039
ALT014538,2026-05-09 03:22:28.195766,EMP00057,HOST0109,Critical,Failed Login,T1486,172.17.94.28,10.222.37.29,Credential Dumping detected on HOST0109
ALT014539,2026-07-19 02:37:28.195766,EMP00295,HOST0093,Critical,Failed Login,T1021,192.168.225.205,10.226.60.54,Data Exfiltration detected on HOST0093
ALT014540,2026-06-08 17:07:28.195766,EMP00023,HOST0110,High,Data Exfiltration,T1021,192.168.86.35,10.61.125.154,Data Exfiltration detected on HOST0110
ALT014541,2026-06-20 19:23:28.195766,EMP00133,HOST0122,Low,Failed Login,T1562,192.168.166.174,10.217.0.77,Privilege Escalation detected on HOST0122
ALT014542,2026-07-27 23:52:28.195766,EMP00020,HOST0187,Medium,Privilege Escalation,T1562,192.168.246.242,10.207.128.126,Suspicious PowerShell detected on HOST0187
ALT014543,2026-06-11 02:34:28.195766,EMP00080,HOST0151,Medium,Privilege Escalation,T1486,172.17.222.51,10.16.88.67,Privilege Escalation detected on HOST0151
ALT014544,2026-05-07 09:44:28.195766,EMP00069,HOST0094,Critical,Failed Login,T1041,10.1.42.47,10.121.20.91,Data Exfiltration detected on HOST0094
ALT014545,2026-06-06 17:40:28.195766,EMP00030,HOST0084,Low,Malware Detection,T1486,172.25.75.99,10.252.167.209,Malware Detection detected on HOST0084
ALT014546,2026-05-29 14:06:28.195766,EMP00425,HOST0084,Critical,Data Exfiltration,T1562,172.25.75.99,10.107.248.151,Credential Dumping detected on HOST0084
ALT014547,2026-06-28 04:26:28.195766,EMP00477,HOST0166,Low,Malware Detection,T1021,192.168.194.182,10.112.226.4,Suspicious PowerShell detected on HOST0166
ALT014548,2026-05-12 12:20:28.195766,EMP00293,HOST0064,High,Credential Dumping,T1021,172.27.198.87,10.139.198.132,Malware Detection detected on HOST0064
ALT014549,2026-06-23 08:53:28.195766,EMP00474,HOST0163,Critical,Credential Dumping,T1059,172.23.44.28,10.225.209.209,Ransomware Activity detected on HOST0163
ALT014550,2026-05-16 17:39:28.195766,EMP00398,HOST0124,High,Ransomware Activity,T1021,192.168.6.174,10.131.40.232,Data Exfiltration detected on HOST0124
ALT014551,2026-05-05 05:22:28.195766,EMP00334,HOST0019,High,Ransomware Activity,T1041,10.62.153.70,10.163.59.148,Ransomware Activity detected on HOST0019
ALT014552,2026-06-18 04:24:28.195766,EMP00325,HOST0032,Critical,Privilege Escalation,T1078,10.63.138.205,10.140.59.158,Data Exfiltration detected on HOST0032
ALT014553,2026-06-20 22:20:28.195766,EMP00163,HOST0168,Medium,Data Exfiltration,T1562,192.168.37.49,10.157.138.242,Ransomware Activity detected on HOST0168
ALT014554,2026-07-19 19:03:28.195766,EMP00189,HOST0199,Critical,Ransomware Activity,T1486,10.151.152.72,10.116.108.80,Suspicious PowerShell detected on HOST0199
ALT014555,2026-07-09 16:36:28.196379,EMP00406,HOST0059,Medium,Suspicious PowerShell,T1486,192.168.232.69,10.109.118.219,Failed Login detected on HOST0059
ALT014556,2026-06-22 12:29:28.196379,EMP00141,HOST0146,Low,Failed Login,T1041,172.18.132.194,10.15.198.159,Failed Login detected on HOST0146
ALT014557,2026-06-15 01:17:28.196379,EMP00238,HOST0174,High,Data Exfiltration,T1041,172.29.249.69,10.111.78.120,Suspicious PowerShell detected on HOST0174
ALT014558,2026-07-18 05:55:28.196379,EMP00129,HOST0187,Critical,Data Exfiltration,T1059,192.168.246.242,10.24.114.141,Failed Login detected on HOST0187
ALT014559,2026-06-10 02:54:28.196379,EMP00078,HOST0124,Medium,Malware Detection,T1021,192.168.6.174,10.228.105.188,Ransomware Activity detected on HOST0124
ALT014560,2026-07-21 18:05:28.196379,EMP00106,HOST0146,Medium,Ransomware Activity,T1486,172.18.132.194,10.227.142.49,Failed Login detected on HOST0146
ALT014561,2026-07-11 15:56:28.196379,EMP00370,HOST0168,High,Suspicious PowerShell,T1078,192.168.37.49,10.84.224.62,Failed Login detected on HOST0168
ALT014562,2026-06-06 18:44:28.196379,EMP00196,HOST0044,Critical,Credential Dumping,T1562,172.30.182.145,10.195.13.122,Failed Login detected on HOST0044
